user_id,age,gender,country,travel_style,budget,preferred_activities
u333,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u334,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u335,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u336,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u337,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u338,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u339,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u340,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u341,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u342,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u343,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u344,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u345,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u346,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u347,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u348,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u349,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u350,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u351,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u352,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u353,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u354,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u355,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u356,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u357,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u358,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u359,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u360,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u361,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u362,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u363,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u364,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u365,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u366,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u367,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u368,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u369,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u370,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u371,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u372,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u373,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u374,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u375,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u376,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u377,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u378,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u379,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u380,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u381,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u382,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u383,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u384,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u385,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u386,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u387,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u388,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u389,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u390,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u391,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u392,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u393,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u394,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u395,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u396,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u397,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u398,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u399,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u400,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u401,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u402,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u403,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u404,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u405,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u406,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u407,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u408,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u409,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u410,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u411,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u412,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u413,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u414,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u415,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u416,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u417,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u418,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u419,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u420,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u421,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u422,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u423,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u424,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u425,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u426,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u427,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u428,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u429,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u430,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u431,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u432,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u433,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u434,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u435,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u436,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u437,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u438,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u439,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u440,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u441,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u442,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u443,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u444,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u445,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u446,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u447,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u448,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u449,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u450,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u451,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u452,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u453,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u454,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u455,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u456,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u457,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u458,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u459,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u460,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u461,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u462,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u463,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u464,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u465,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u466,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u467,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u468,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u469,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u470,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u471,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u472,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u473,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u474,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u475,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u476,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u477,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u478,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u479,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u480,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u481,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u482,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u483,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u484,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u485,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u486,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u487,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u488,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u489,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u490,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u491,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u492,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u493,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u494,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u495,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u496,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u497,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u498,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u499,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u500,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u501,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u502,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u503,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u504,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u505,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u506,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u507,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u508,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u509,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u510,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u511,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u512,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u513,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u514,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u515,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u516,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u517,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u518,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u519,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u520,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u521,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u522,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u523,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u524,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u525,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u526,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u527,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u528,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u529,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u530,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u531,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u532,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u533,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u534,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u535,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u536,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u537,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u538,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u539,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u540,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u541,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u542,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u543,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u544,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u545,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u546,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u547,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u548,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u549,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u550,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u551,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u552,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u553,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u554,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u555,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u556,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u557,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u558,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u559,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u560,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u561,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u562,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u563,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u564,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u565,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u566,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u567,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u568,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u569,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u570,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u571,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u572,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u573,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u574,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u575,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u576,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u577,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u578,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u579,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u580,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u581,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u582,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u583,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u584,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u585,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u586,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u587,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u588,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u589,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u590,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u591,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u592,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u593,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u594,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u595,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u596,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u597,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u598,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u599,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u600,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u601,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u602,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u603,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u604,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u605,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u606,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u607,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u608,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u609,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u610,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u611,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u612,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u613,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u614,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u615,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u616,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u617,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u618,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u619,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u620,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u621,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
